appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
689600,Little Earth,2017-08-22,1,RedRabbit Animation,Red Rabbit Company Limited,windows,0,Single-player,Casual;Indie;Simulation;Early Access,Early Access;Indie;Simulation,0,1,0,0,0,0-20000,3.99
979080,Rebel Forces,2018-12-20,1,FreezeNova,FreezeNova,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Action;Indie,7,530,150,0,0,100000-200000,0.0
776440,PROJECT VELOCITY,2018-02-22,1,Omnirift,Omnirift,windows;mac;linux,0,Single-player;Steam Leaderboards,Action;Indie,Action;Indie,0,2,1,0,0,0-20000,1.69
394260,Dance Magic,2016-02-15,1,Targem Games,Targem Games ,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie,17,31,12,0,0,0-20000,6.99
1010540,Ancient Anathema,2019-01-28,1,Yars,Yars,windows,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Atmospheric,5,8,5,0,0,0-20000,3.99
683080,A Mazeing Tower Defense,2017-08-29,1,A Mazeing Tower Defense,A Mazeing Tower Defense,windows,0,Single-player,Action;Casual;Strategy,Strategy;Action;Casual,0,4,10,0,0,0-20000,1.59
552410,Project Abyss,2016-11-18,1,Tall Story Studios;Prey Interactive,Prey Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Adventure;Indie;RPG;Simulation,Action;Adventure;Indie,29,34,25,0,0,0-20000,3.99
313340,Mountain,2014-08-18,1,David OReilly,Double Fine Presents;David OReilly,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud,Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,31,10936,1516,614,584,200000-500000,0.79
906660,Seacurity Breach,2018-12-17,1,Soaphog,Soaphog,windows,0,Single-player;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,6,1,0,0,0-20000,6.99
462580,New Yankee in Santa's Service,2016-05-12,1,Rionix,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Casual;Simulation;Strategy,Strategy;Casual;Simulation,0,4,4,0,0,0-20000,3.99
777220,审判者 The Inquisitor,2018-01-18,0,invwindy,迷糊的安安,windows,0,Single-player,Indie;RPG;Strategy,Indie;Strategy;RPG,8,37,2,0,0,0-20000,0.79
602170,Planet of Mubu,2017-04-01,1,Anatoliy Loginovskikh,Zotdinex,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,39,42,16,265,272,0-20000,4.7
587570,Elsewhere High: Chapter 1 - A Visual Novel,2017-03-31,1,Horizon Studio,Horizon Studio,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Free to Play,Free to Play;Adventure;Visual Novel,11,37,17,0,0,20000-50000,0.0
665080,Stunt Corgi VR,2018-01-15,1,"Studio Roqovan, Inc.","Studio Roqovan, Inc.",windows,0,Single-player,Simulation,Simulation;Sandbox;Indie,0,9,4,0,0,0-20000,11.39
640880,Hyper Sentinel,2018-05-10,1,Four5Six Pixel;Huey Games,Huey Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,34,31,3,0,0,0-20000,11.99
355650,Pirates vs Corsairs: Davy Jones's Gold,2015-03-16,1,Little World Studio,Games For All,windows;mac,0,Single-player;Multi-player,Strategy,Strategy;Pirates,0,13,9,0,0,0-20000,3.99
811910,MRS SNAKE,2018-03-19,1,Create Our Freedom,Create Our Freedom,windows,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Casual;Indie,Action;Indie;Casual,0,15,2,0,0,0-20000,1.69
453950,To Ash,2016-03-29,1,16 Bit Psych;Kyle B,Self-Publish,windows;mac,0,Single-player;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;RPGMaker,0,17,2,0,0,20000-50000,1.59
925690,Witch The Bloodlines,2018-09-03,1,Kerim Kumbasar,Kerim Kumbasar,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,25,13,17,0,0,0-20000,11.39
618510,Battle Bruise,2017-05-03,1,Zanardi and Liza,Zanardi and Liza,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Zombies,14,266,20,178,272,20000-50000,0.79
1019710,Repel Aliens 3D,2019-02-13,1,Tonye Amienyo,Tonye Amienyo,windows,0,Single-player,Indie,Indie,0,0,1,0,0,0-20000,3.99
1040490,Prologue for a Vacant Kingdom,2019-04-18,1,shru,shru,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Free to Play;Indie;RPG,Action;Free to Play;Indie,4,38,0,0,0,0-20000,0.0
378510,"Witches, Heroes and Magic",2015-06-29,1,Michael Swan,AweSwan,windows;mac,0,Single-player,Action;Adventure;Casual;Indie;RPG;Strategy,RPG;Strategy;Adventure,0,5,11,0,0,0-20000,10.99
378790,Kagura Douchuuki,2015-10-22,1,DebonosuWorks Inc.,DebonosuWorks Inc.,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,RPG,RPG;Anime;Rogue-like,0,13,1,0,0,0-20000,10.59
1016250,100$,2019-02-01,1,КиКо,КиКо,windows,0,Single-player;Steam Achievements,Indie,Indie,100,26,3,0,0,0-20000,0.79
365340,The Way of the Pixelated Fist,2015-04-27,1,Blaze Epic,Blaze Epic,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,10,17,16,0,0,0-20000,0.79
257670,Elder Sign: Omens,2013-11-27,1,"Fantasy Flight Publishing, Inc.","Fantasy Flight Publishing, Inc.",windows;mac;linux,0,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Board Game;Lovecraftian;Strategy,0,190,54,0,0,0-20000,4.79
672860,StellarHub,2017-08-16,1,Casualogic,Casualogic,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation,Simulation;Space;Base-Building,13,63,46,0,0,20000-50000,5.99
503830,The Life Of Greather,2016-08-25,1,GreatherGames,GreatherGames,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;RPG,Adventure;RPG;Indie,0,14,23,0,0,20000-50000,1.59
606480,Flood of Light,2017-06-15,1,Irisloft,Irisloft,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;RPG,Casual;Indie;Adventure,50,157,6,0,0,0-20000,2.79
670410,Citadale: The Legends Trilogy,2017-09-13,1,Ezekiel Rage,Plug In Digital,windows;mac;linux,0,Single-player;Full controller support,Action;Indie,Indie;Action;Metroidvania,0,3,3,0,0,0-20000,6.99
432940,Breakneck,2017-12-07,1,PikPok,PikPok,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Racing,Racing;Action,37,67,10,0,0,0-20000,7.19
711010,Corrupt - Political Simulator,2017-09-15,1,Atomic Fabrik;Cristian Manolachi,Atomic Fabrik;Cristian Manolachi,windows,0,Single-player;Partial Controller Support,Adventure;Casual;Indie;Simulation;Sports;Strategy,Casual;Adventure;Indie,0,15,5,0,0,0-20000,0.79
812450,The m0rg VS keys,2018-03-29,1,Zloy Krot Studio,Zloy Krot Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,20,22,13,0,0,0-20000,0.79
938890,HotPuzzle:Grils,2018-12-19,1,Puzzle Game,Puzzle Game,windows,0,Single-player;Steam Cloud,Adventure;Casual;Indie;Simulation,Sexual Content;Nudity;Casual,0,14,8,0,0,0-20000,0.79
672570,The Western Hunter,2017-07-08,1,Wisdom Emprie,Wisdom Emprie,windows,0,Single-player,Casual;Simulation,Casual;Simulation;Western,0,1,0,0,0,0-20000,4.99
499910,SHINRAI - Broken Beyond Despair,2016-08-26,1,Gosatsu Visual Novels,Gosatsu Visual Novels,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Visual Novel,15,54,1,0,0,0-20000,10.99
989040,After Hours,2018-12-20,1,Petter Malmehed;Jösses,Petter Malmehed,windows,0,Single-player,Adventure;Indie;Simulation,Simulation;Adventure;Indie,10,4,1,0,0,0-20000,2.09
726800,The Rare Nine,2017-10-31,1,Agafonoff,Agafonoff,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Early Access,Early Access;Action;Indie,42,39,29,0,0,0-20000,1.69
396320,Tank Battle: 1944,2016-03-01,1,HexWar Games,HexWar Games,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Hex Grid;Turn-Based Strategy,18,25,12,0,0,0-20000,6.99
602490,Blood Bowl: Death Zone,2018-07-17,1,Cyanide Studio,Bigben Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements,Sports;Strategy;Early Access,Early Access;Sports;Strategy,7,12,14,0,0,0-20000,7.99
37220,Cooking Dash®,2009-08-12,1,Aliasworlds Entertainment,PlayFirst,windows;mac,0,Single-player,Simulation,Simulation;Time Management;Casual,0,27,9,0,0,0-20000,7.49
989010,The Scenic Treasures - Japanese Learning,2018-12-31,1,Bizengames,Bizengames,windows;mac,0,Single-player,Adventure;Casual;Simulation,Adventure;Casual;Simulation,0,0,1,0,0,0-20000,19.49
366000,Rogue System,2016-05-16,1,"Digits Crossed Interactive, LLC",Image Space Incorporated,windows,0,Single-player;Steam Achievements,Simulation;Early Access,Early Access;Simulation;Space Sim,6,154,32,0,0,0-20000,13.49
528170,Drop The Bomb,2018-04-13,1,Seems Good Copmany,Seems Good Copmany,windows,0,Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards,Casual;Indie;Massively Multiplayer;Strategy,Strategy;Massively Multiplayer;Indie,16,20,12,257,257,20000-50000,3.19
397690,Hyperspace Invaders II: Pixel Edition,2015-09-04,1,Entity Medialab,Black Shell Media,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Bullet Hell,18,295,67,56,56,50000-100000,3.99
829210,AIdol,2018-04-23,1,ebi-hime,ebi-hime,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Casual;Simulation;Indie,7,12,3,0,0,0-20000,8.29
959940,Inside,2018-10-25,1,Garnudo Games,Garnudo Games,windows,0,Single-player,Adventure;Indie;RPG,Indie;Adventure;RPG,0,0,1,0,0,0-20000,1.69
322190,SteamWorld Heist,2016-06-07,1,Image & Form Games,Image & Form Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Turn-Based;Strategy;Steampunk,47,2660,121,388,469,200000-500000,10.99
598680,Master of Magic Chess,2017-05-23,1,The Ninth Art,The Ninth Art,windows,0,Online Multi-Player;Steam Achievements,Massively Multiplayer;RPG;Strategy,Strategy;RPG;Massively Multiplayer,55,25,32,0,0,0-20000,0.0
383540,Metro Warp,2015-08-05,1,Another Yeti,Another Yeti,windows;mac;linux,0,Single-player;Steam Achievements;VR Support;Partial Controller Support;Steam Cloud,Casual;Indie;Strategy,Indie;Strategy;Casual,7,20,6,0,0,0-20000,3.99
928460,The Love Boat - Second Chances,2019-03-08,1,BOOMZAP,GameHouse,windows;mac,0,Single-player,Casual,Casual;Time Management;Comedy,15,3,7,0,0,0-20000,9.99
600600,MakeThatMoney,2017-03-22,1,EcoGames,EcoGames,windows,0,Single-player;Steam Trading Cards,Casual;Simulation,Simulation;Casual,0,17,13,0,0,20000-50000,4.79
855860,Superfighters Deluxe,2018-11-30,1,MythoLogic Interactive,MythoLogic Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Workshop;Includes level editor,Action;Indie,Action;Indie;Violent,0,382,44,0,0,20000-50000,7.5
263940,Red Baron Pack,2016-01-07,1,Mad Otter Games,Mad Otter Games,windows,0,Single-player;Multi-player;Partial Controller Support,Simulation,Simulation;World War I;Flight,0,37,14,0,0,0-20000,6.99
1007260,BubbleGum-Push,2019-03-11,1,GoshFather,GoshFather,windows,0,Single-player,Casual;Free to Play;Indie,Free to Play;Indie;Casual,0,4,3,0,0,0-20000,0.0
335560,Light Bound,2015-04-23,1,Garden Knight Games,Garden Knight Games,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,40,18,1,0,0,0-20000,6.99
290460,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,2014-05-16,1,Dark Gaia Studios,Degica,windows;mac,0,Single-player;Full controller support;Steam Cloud,Casual;RPG,RPG;Casual;RPGMaker,0,27,21,0,0,50000-100000,4.79
393950,Get Over Here,2015-08-20,1,Reload Games Studio,Strategy First,windows,0,Single-player;Multi-player;Co-op;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie,0,10,14,0,0,0-20000,6.99
540770,Subject 264,2018-12-12,1,Virtual Guys,Virtual Guys,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Gore,16,4,0,0,0,0-20000,11.39
546930,Machine Hunt,2017-05-15,1,Racing Bros,ANPA.US,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;FPS,1090,204,179,205,222,50000-100000,1.99
387070,One Final Breath™,2015-08-10,1,Dark Day Interactive,Dark Day Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Action;Adventure;Indie;Simulation,Indie;Action;Adventure,8,18,86,0,0,0-20000,2.79
312510,Mega Coin Squad,2014-08-15,1,Big Pixel Studios,Adult Swim Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Indie,Indie;Action;Local Multiplayer,23,64,12,0,0,0-20000,10.99
479110,Hunter's Legacy,2016-07-19,1,Lienzo,Lienzo,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,15,26,10,0,0,0-20000,4.99
756220,Whirlpool,2017-12-13,1,Ward Mahadin;Aaram Mahadin;Nehaia Halabeieh,Ward Mahadin,windows,0,Single-player,Adventure;Indie,Indie;Adventure;Free to Play,0,3,5,0,0,0-20000,0.0
511460,Unaided: 1939,2016-09-29,1,Drix Studios,Drix Studios,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Top-Down,12,10,5,0,0,0-20000,6.99
200900,Cave Story+,2011-11-22,1,"Nicalis, Inc.;Studio Pixel","Nicalis, Inc.",windows;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Platformer;Metroidvania;Indie,75,5120,230,150,152,500000-1000000,10.99
705440,Onager!,2017-09-22,1,rusty games,rusty games,windows,0,Single-player;Steam Leaderboards,Action;Casual;Indie;Simulation,Action;Indie;Casual,0,3,1,0,0,0-20000,0.79
600530,Kautic - The Bald Wizard,2017-03-02,1,Bad Coffee Games,Bad Coffee Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,17,11,1,0,0,0-20000,2.09
874840,ArcBall 3: Infinity,2018-06-28,1,VladProduction, VladProduction,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,1,7,0,0,0-20000,0.79
897770,Solar Fighters,2018-09-30,1,Jhonatas da Silva Farias,Jhonatas da Silva Farias,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,1,1,0,0,0-20000,3.99
46350,Real Warfare 1242,2011-11-30,1,Unicorn Games Studio,1C Entertainment,windows,0,Single-player;Steam Cloud,Strategy,Strategy;RTS;Medieval,0,31,30,0,0,50000-100000,2.79
675040,Torn Familjen,2017-09-08,1,Paper Rose Games,Paper Rose Games,windows,0,Single-player,Casual;RPG;Strategy,Casual;RPG;Strategy,0,3,0,0,0,0-20000,6.99
769020,Ye Fenny - Revenge of the Evil Good Shepherd,2018-01-06,1,DPAD-FTW,DPAD-FTW,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Adventure,66,11,1,0,0,0-20000,0.79
287900,Pro Pinball Ultra,2016-07-21,1,Barnstorm Games,Barnstorm Games,windows;mac;linux,0,Single-player;Partial Controller Support,Simulation,Simulation;Pinball;Arcade,0,117,25,0,0,0-20000,9.99
993680,东方驾考模拟器|Chinese Driving License Test,2018-12-28,1,CCYY,"Trueyuna Technology Co., Ltd.",windows,0,Single-player;Steam Cloud,Casual;RPG;Simulation;Strategy,Casual;Simulation;Strategy,0,25,10,0,0,0-20000,0.79
809770,DeerHunterX,2018-04-21,1,Hunterx,Hunterx,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,4,24,0,0,0-20000,4.79
998570,De'Vine: Card Battles,2019-03-15,1,Stapleton,Stapleton,windows,0,Single-player;Steam Achievements;Full controller support,Indie;RPG;Strategy,Indie;Strategy;RPG,30,12,5,0,0,0-20000,0.79
642600,Burst Fighter,2017-09-16,1,Magesoft,Magesoft,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,21,13,0,0,0,0-20000,6.99
682070,MIND SHIFT 🔲,2017-08-03,1,DRUNKEN APES,DRUNKEN APES,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,105,11,3,0,0,0-20000,1.99
906740,Voidship: The Long Journey,2019-02-08,1,Cydonian Games,Cydonian Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy,Indie;Action;Strategy,10,30,14,0,0,0-20000,10.99
567620,The Strayed,2017-01-02,1,Rza Ibrahimov,Rza Ibrahimov,windows,0,Single-player;Partial Controller Support,Adventure;Indie;Early Access,Early Access;Adventure;Indie,3,1,1,0,0,0-20000,2.89
290510,GNOG,2018-07-17,1,KO_OP,Double Fine Presents,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Casual;Adventure;Indie,20,129,5,0,0,0-20000,7.19
108200,Ticket to Ride,2012-05-24,1,Days of Wonder,Days of Wonder;Asmodee Digital,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Board Game;Strategy;Multiplayer,83,1476,283,607,607,200000-500000,6.99
470170,Evangeline™,2017-02-10,1,Raconteur Games,Raconteur Games,windows;mac;linux,0,Single-player;Full controller support;Commentary available,Indie,Indie;Walking Simulator;Story Rich,0,9,11,0,0,0-20000,5.59
301990,School Bus Fun,2014-07-03,1,"Fancy Bytes, Reactor",United Independent Entertainment GmbH,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Casual;Action;Time Management,43,52,25,0,0,20000-50000,4.79
1029790,Qubes,2019-03-15,1,DavideJ,DavideJ,windows,0,Multi-player;Online Multi-Player,Casual;Early Access,Early Access;Casual,0,6,0,0,0,0-20000,3.99
10180,Call of Duty®: Modern Warfare® 2,2009-11-11,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled,Action,Action;FPS;Multiplayer,50,30006,2826,999,580,5000000-10000000,19.99
335460,An Assassin in Orlandes,2015-05-12,1,Tin Man Games,Tin Man Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,10,57,10,276,276,20000-50000,3.99
332540,We Slay Monsters,2017-06-21,1,Furiously Inactive Games,Furiously Inactive Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;RPG;Strategy,RPG;Indie;Strategy,58,53,3,0,0,0-20000,7.19
396860,Over The Hills And Far Away,2015-09-16,1,WarGirl Games,WarGirl Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,Casual;Indie;Visual Novel,8,154,25,0,0,0-20000,4.79
975120,~necromancy~Emily's Escape,2018-12-21,1,PinkPeachStudio,PinkPeach,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG,Sexual Content;Nudity;Adventure,0,151,62,0,0,0-20000,11.39
273730,Driving School Simulator,2014-09-25,1,Ovilex Software,United Independent Entertainment GmbH,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Simulation,Simulation;Casual;Driving,8,40,136,61,61,0-20000,10.99
255390,Max: The Curse of Brotherhood,2014-05-21,1,Press Play,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure,Adventure;Platformer;Puzzle,27,968,53,0,0,50000-100000,10.99
930300,Desolate Sands,2018-10-15,1,Blacksmith Studios,David and Goliath International Corporation,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,7,5,1,0,0,0-20000,7.19
843080,VR Hero Sentry,2018-11-05,1,Refocus Solutions,Refocus Solutions,windows,0,Single-player;Steam Leaderboards,Action;Adventure;RPG;Strategy,Strategy;Action;Adventure,0,8,0,0,0,0-20000,7.19
600100,Executive Hockey,2018-02-15,1,Rally Call Software,Rally Call Software,windows,0,Single-player,Simulation;Sports;Strategy;Early Access,Early Access;Simulation;Sports,0,3,2,0,0,0-20000,7.19
510930,Thirst VR,2016-08-10,1,RLTY CHK,RLTY CHK,windows,0,Single-player;VR Support;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,0,86,14,0,0,0-20000,1.99
838390,Merry Glade,2018-05-11,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,76,94,1,0,0,0-20000,2.09
633430,Trail of Destruction,2017-05-26,1,Kim Niklas Schlüter,Kim Niklas Schlüter,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Indie,Action;Indie,0,3,0,0,0,0-20000,3.99
264730,Deadly 30,2014-01-08,1,Ignatus Zuk and Gonzalo Villagomez,Headup,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Zombies,25,1105,361,143,181,100000-200000,3.99
905590,The Asteroid Belt's Trial,2018-08-30,1,Gloves of Bobby,Gloves of Bobby,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Casual;Action;Indie,33,0,1,0,0,0-20000,0.79
733030,Famousity Card Game,2018-04-02,1,Hotovo,Hotovo,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats,Casual;Indie,Indie;Casual;Card Game,54,4,2,0,0,0-20000,2.09
891380,Retro Snake Adventures,2018-08-21,1,JoHo,McPoyLE Games,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Simulation;Strategy,Casual;Action;Indie,30,3,1,0,0,0-20000,0.79
562250,Beastmancer,2017-10-05,1,Autarca,Autarca,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,RPG;Indie;Strategy,32,40,11,0,0,0-20000,10.99
1029110,Trash Time,2019-03-08,1,Dalibor Bartoš,Dalibor Bartoš;TEDI Games,windows,0,Single-player;Steam Achievements,Casual,Casual;VR;VR Only,5,20,0,0,0,0-20000,0.0
809340,Extreme School Driving Simulator,2019-02-06,1,A Nostru,A Nostru,windows,0,Single-player,Casual;Indie;Racing;Simulation;Sports,Casual;Indie;Racing,0,5,6,0,0,0-20000,1.69
1032430,Blood Trail,2019-03-27,1,Electrovore,Electrovore,windows,0,Single-player,Action;Early Access,Early Access;Gore;Violent,0,197,76,0,0,0-20000,19.49
763270,Fritz Chess 16 Steam Edition,2018-04-03,1,ChessBase GmbH,ChessBase GmbH,windows,0,Single-player;Multi-player,Strategy,Strategy;Chess,0,7,5,0,0,0-20000,32.99
772210,Committed: Mystery at Shady Pines - Premium Edition,2018-02-20,1,"Fugazo, Inc.","Fugazo, Inc.",windows;mac,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.19
255260,Pro Cycling Manager 2014,2014-06-19,1,Cyanide Studio,Focus Home Interactive,windows,0,Single-player;Multi-player,Simulation,Simulation;Sports;Cycling,47,158,82,0,0,20000-50000,6.99
545660,Roofbot,2017-02-17,1,Koreez,Double Coconut,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,16,11,0,0,0,0-20000,3.99
494830,ViveSpray,2016-11-25,1,ciwolsey,ciwolsey,windows,0,Single-player,Casual;Indie;Simulation,Simulation;Indie;Casual,0,50,26,0,0,0-20000,2.89
828420,Six Second Slam,2019-02-05,1,Ned van der Drift,Ned van der Drift,windows;mac;linux,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,1,0,0,0-20000,0.79
7340,Azada,2010-04-21,1,Big Fish Games,Big Fish Games,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0,8,4,0,0,0-20000,6.99
407310,NEKO-NIN exHeart,2017-04-21,1,Whirlpool,Sekai Project,windows,0,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation,Anime;Sexual Content;Visual Novel,0,652,23,404,404,20000-50000,6.99
514080,Deadly Dozen,2017-01-26,1,N-Fusion Interactive,Retroism,windows,0,Single-player,Action;Strategy,Action;Strategy;World War II,0,14,5,0,0,0-20000,6.99
718270,ZombieThon,2018-05-18,1,GreenThumbStudios,GreenThumbStudios,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie,17,10,16,0,0,0-20000,0.0
389700,My Bones,2015-08-03,1,GDNomad,Infernal Dream,windows,0,Single-player;Steam Trading Cards,Gore;Adventure;Indie,Adventure;Indie;Gore,0,151,149,242,245,200000-500000,3.99
530860,The Wanderer,2019-01-25,1,Cult Software,Cult Software,windows,0,Single-player;Steam Trading Cards,Adventure;Strategy,Adventure;Strategy;Post-apocalyptic,0,4,4,0,0,0-20000,2.09
584860,Surfasaurus,2017-03-15,1,Red Triangle Games,Red Triangle Games,windows,0,Single-player;Steam Trading Cards,Casual;Indie;RPG;Simulation,Indie;Casual;RPG,0,6,0,279,291,20000-50000,0.79
425820,Dragonpath,2016-07-06,1,Ebonscale Games,Ebonscale Games,windows,0,Single-player;Online Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;RPG;Indie,17,59,14,0,0,0-20000,5.59
